"primary_spa_name","primary_spa_city","competitor_rank","competitor_name","competitor_review_count","competitor_star_rating","competitor_distance_miles","competitor_gbp_url"
"Sarasota Plastic Surgery Center & Med Spa","Sarasota","3","Sarasota Facial Aesthetics","147","4.9","0.38","https://www.google.com/maps/search/?api=1&query=Sarasota%20Facial%20Aesthetics&query_place_id=ChIJkwrODERAw4gR1ASl1vzDdPg"
"Torstveit Medical Aesthetics + TMA Med Spa","Phoenix","1","NakedMD Med Spa Phoenix","589","4.9","0.51","https://www.google.com/maps/search/?api=1&query=NakedMD%20Med%20Spa%20Phoenix&query_place_id=ChIJD7i-uQgTK4cR6aK9Fvplcuw"
"Torstveit Medical Aesthetics + TMA Med Spa","Phoenix","2","Morph Aesthetics","197","5.0","1.05","https://www.google.com/maps/search/?api=1&query=Morph%20Aesthetics&query_place_id=ChIJGY6t0PgTK4cRAioPuzv5cTg"
"Torstveit Medical Aesthetics + TMA Med Spa","Phoenix","3","Royal Aesthetics & Injectables","193","5.0","0.9","https://www.google.com/maps/search/?api=1&query=Royal%20Aesthetics%20%26%20Injectables&query_place_id=ChIJGwPOOkYTK4cR8Nz-SBcyzSo"
"Morph Aesthetics","Phoenix","1","NakedMD Med Spa Phoenix","589","4.9","0.92","https://www.google.com/maps/search/?api=1&query=NakedMD%20Med%20Spa%20Phoenix&query_place_id=ChIJD7i-uQgTK4cR6aK9Fvplcuw"
"Morph Aesthetics","Phoenix","2","Royal Aesthetics & Injectables","193","5.0","0.9","https://www.google.com/maps/search/?api=1&query=Royal%20Aesthetics%20%26%20Injectables&query_place_id=ChIJGwPOOkYTK4cR8Nz-SBcyzSo"
"Morph Aesthetics","Phoenix","3","Rise Aesthetics","171","5.0","0.76","https://www.google.com/maps/search/?api=1&query=Rise%20Aesthetics&query_place_id=ChIJmU1p4VITK4cRZ5dMqP0upww"
"Nu'u Aesthetics","Phoenix","1","NakedMD Med Spa Phoenix","589","4.9","3.31","https://www.google.com/maps/search/?api=1&query=NakedMD%20Med%20Spa%20Phoenix&query_place_id=ChIJD7i-uQgTK4cR6aK9Fvplcuw"
"Nu'u Aesthetics","Phoenix","2","Royal Aesthetics & Injectables","193","5.0","3.18","https://www.google.com/maps/search/?api=1&query=Royal%20Aesthetics%20%26%20Injectables&query_place_id=ChIJGwPOOkYTK4cR8Nz-SBcyzSo"
"Nu'u Aesthetics","Phoenix","3","Rise Aesthetics","171","5.0","3.34","https://www.google.com/maps/search/?api=1&query=Rise%20Aesthetics&query_place_id=ChIJmU1p4VITK4cRZ5dMqP0upww"
"Sculpt AZ Medspa","Phoenix","1","Med 44 Arcadia","242","5.0","2.24","https://www.google.com/maps/search/?api=1&query=Med%2044%20Arcadia&query_place_id=ChIJN5NhDRxzK4cRf8Cf3UOMa8c"
"Sculpt AZ Medspa","Phoenix","2","Morph Aesthetics","197","5.0","2.29","https://www.google.com/maps/search/?api=1&query=Morph%20Aesthetics&query_place_id=ChIJGY6t0PgTK4cRAioPuzv5cTg"
"Sculpt AZ Medspa","Phoenix","3","NK Aesthetics","159","5.0","2.16","https://www.google.com/maps/search/?api=1&query=NK%20Aesthetics&query_place_id=ChIJfWpRykp1K4cReixuGnS9OCc"
"Dream Aesthetics Medspa","Houston","1","It's A Secret Med Spa - Houston","306","4.4","1.05","https://www.google.com/maps/search/?api=1&query=It's%20A%20Secret%20Med%20Spa%20-%20Houston&query_place_id=ChIJMfQFrNnBQIYRW_nnk3ZXkQw"
"Dream Aesthetics Medspa","Houston","2","Artavi Med Spa- Dr. Tarina Desai, MD","254","4.8","0.76","https://www.google.com/maps/search/?api=1&query=Artavi%20Med%20Spa-%20Dr.%20Tarina%20Desai%2C%20MD&query_place_id=ChIJme6xWynHQIYR7dJ0BUmD7is"
"Dream Aesthetics Medspa","Houston","3","NIMS Medspa","90","4.6","0.72","https://www.google.com/maps/search/?api=1&query=NIMS%20Medspa&query_place_id=ChIJUYjCZFu_QIYRLdFlCDiUAOQ"
"It's A Secret Med Spa - Phoenix","Phoenix","1","Suddenly Slimmer Med Spa","1066","4.7","1.35","https://www.google.com/maps/search/?api=1&query=Suddenly%20Slimmer%20Med%20Spa&query_place_id=ChIJSZSt8agNK4cR1cB4JqjhqsM"
"It's A Secret Med Spa - Phoenix","Phoenix","2","NakedMD Med Spa Phoenix","589","4.9","1.04","https://www.google.com/maps/search/?api=1&query=NakedMD%20Med%20Spa%20Phoenix&query_place_id=ChIJD7i-uQgTK4cR6aK9Fvplcuw"
"It's A Secret Med Spa - Phoenix","Phoenix","3","Morph Aesthetics","197","5.0","1.45","https://www.google.com/maps/search/?api=1&query=Morph%20Aesthetics&query_place_id=ChIJGY6t0PgTK4cRAioPuzv5cTg"
"Restore Hyper Wellness","Dedham","1","SkinCare Physicians","460","4.6","6.42","https://www.google.com/maps/search/?api=1&query=SkinCare%20Physicians&query_place_id=ChIJzdGLZe1444kR_yIMi4jcCRs"
"Restore Hyper Wellness","Dedham","2","Joseph A Russo MD","407","4.9","6.23","https://www.google.com/maps/search/?api=1&query=Joseph%20A%20Russo%20MD&query_place_id=ChIJjywWOHWC44kRF-9J7WA7WOo"
"Restore Hyper Wellness","Dedham","3","Restore Hyper Wellness","235","4.9","6.16","https://www.google.com/maps/search/?api=1&query=Restore%20Hyper%20Wellness&query_place_id=ChIJmw6-MRGD44kRNRmObW8-CCQ"
"Restore Hyper Wellness","Lynnfield","1","Age-less Weigh-less","601","5.0","6.54","https://www.google.com/maps/search/?api=1&query=Age-less%20Weigh-less&query_place_id=ChIJ98w5HxR144kR28sAmXiyPR0"
"Restore Hyper Wellness","Lynnfield","2","VIO Med Spa - Burlington","429","4.9","9.25","https://www.google.com/maps/search/?api=1&query=VIO%20Med%20Spa%20-%20Burlington&query_place_id=ChIJ2REhlxOf44kRStgnlWi6VFE"
"Restore Hyper Wellness","Lynnfield","3","Sono Bello Boston","266","4.0","6.54","https://www.google.com/maps/search/?api=1&query=Sono%20Bello%20Boston&query_place_id=ChIJNeuokRZ144kRAAgD_Zgq0vI"
"Restore Hyper Wellness","Hingham","1","GlamourLash Beauty Lounge","112","4.8","5.25","https://www.google.com/maps/search/?api=1&query=GlamourLash%20Beauty%20Lounge&query_place_id=ChIJEYeCUaR944kRFL1YlFOxMjE"
"Radiance Medspa","Avon","1","Samara MedSpa Avon","391","4.8","0.23","https://www.google.com/maps/search/?api=1&query=Samara%20MedSpa%20Avon&query_place_id=ChIJk-BzR5Cv54kR7Z17Hetyy7Q"
"Radiance Medspa","Avon","2","Restore Hyper Wellness","235","4.8","6.04","https://www.google.com/maps/search/?api=1&query=Restore%20Hyper%20Wellness&query_place_id=ChIJJz8FzBmr54kRG5sXBzUU2eM"
"Radiance Medspa","Avon","3","Radiant Beauty & Health West Hartford","155","4.5","6.88","https://www.google.com/maps/search/?api=1&query=Radiant%20Beauty%20%26%20Health%20West%20Hartford&query_place_id=ChIJa8bXNjat54kREgEKacMzm5A"
"Restore Hyper Wellness","Somerville","1","Skin Spa New York - Back Bay","381","4.8","2.98","https://www.google.com/maps/search/?api=1&query=Skin%20Spa%20New%20York%20-%20Back%20Bay&query_place_id=ChIJo9Y9lw9644kRR5soqeEBYyk"
"Restore Hyper Wellness","Somerville","2","Skin Spa New York North Station","231","4.9","2.13","https://www.google.com/maps/search/?api=1&query=Skin%20Spa%20New%20York%20North%20Station&query_place_id=ChIJt9-1WaNx44kRW_oKLlcxNv4"
"Restore Hyper Wellness","Somerville","3","Skin Laundry - Arsenal Yards","174","4.7","4.53","https://www.google.com/maps/search/?api=1&query=Skin%20Laundry%20-%20Arsenal%20Yards&query_place_id=ChIJqZGGMTF544kRTKEh3BLF8ks"
"Restore Hyper Wellness","West Hartford","1","Samara MedSpa Avon","391","4.8","6.27","https://www.google.com/maps/search/?api=1&query=Samara%20MedSpa%20Avon&query_place_id=ChIJk-BzR5Cv54kR7Z17Hetyy7Q"
"Restore Hyper Wellness","West Hartford","2","Jackie La Croix","173","5.0","8.74","https://www.google.com/maps/search/?api=1&query=Jackie%20La%20Croix&query_place_id=ChIJnWor4SRR5okRdIq9dyYrciI"
"Restore Hyper Wellness","West Hartford","3","Radiant Beauty & Health West Hartford","155","4.5","1.44","https://www.google.com/maps/search/?api=1&query=Radiant%20Beauty%20%26%20Health%20West%20Hartford&query_place_id=ChIJa8bXNjat54kREgEKacMzm5A"
"Restore Hyper Wellness","Newton","1","SkinCare Physicians","460","4.6","2.29","https://www.google.com/maps/search/?api=1&query=SkinCare%20Physicians&query_place_id=ChIJzdGLZe1444kR_yIMi4jcCRs"
"Restore Hyper Wellness","Newton","2","Joseph A Russo MD","407","4.9","0.93","https://www.google.com/maps/search/?api=1&query=Joseph%20A%20Russo%20MD&query_place_id=ChIJjywWOHWC44kRF-9J7WA7WOo"
"Restore Hyper Wellness","Newton","3","Skin Spa New York - Back Bay","381","4.8","6.86","https://www.google.com/maps/search/?api=1&query=Skin%20Spa%20New%20York%20-%20Back%20Bay&query_place_id=ChIJo9Y9lw9644kRR5soqeEBYyk"
"Restore Hyper Wellness","Stamford","1","Beautiful Body & Face Spa","43","5.0","4.9","https://www.google.com/maps/search/?api=1&query=Beautiful%20Body%20%26%20Face%20Spa&query_place_id=ChIJpfA3OIyYwokR-JmXK0GvKFM"
"Restore Hyper Wellness","Stamford","2","Lil Brit of Wax and Facials","42","5.0","4.57","https://www.google.com/maps/search/?api=1&query=Lil%20Brit%20of%20Wax%20and%20Facials&query_place_id=ChIJIT-eQc5x54gR_q2TSGthy1Q"
"Innova MedSpa","Phoenix","1","Royal Aesthetics & Injectables","193","5.0","2.36","https://www.google.com/maps/search/?api=1&query=Royal%20Aesthetics%20%26%20Injectables&query_place_id=ChIJGwPOOkYTK4cR8Nz-SBcyzSo"
"Innova MedSpa","Phoenix","2","Rise Aesthetics","171","5.0","2.35","https://www.google.com/maps/search/?api=1&query=Rise%20Aesthetics&query_place_id=ChIJmU1p4VITK4cRZ5dMqP0upww"
"Innova MedSpa","Phoenix","3","NK Aesthetics","159","5.0","2.64","https://www.google.com/maps/search/?api=1&query=NK%20Aesthetics&query_place_id=ChIJfWpRykp1K4cReixuGnS9OCc"
"Med 44 Arcadia","Phoenix","1","Look Lab Med Spa | Arcadia","1374","5.0","1.3","https://www.google.com/maps/search/?api=1&query=Look%20Lab%20Med%20Spa%20%7C%20Arcadia&query_place_id=ChIJ7W_7DE4NK4cRPVhHcleilcY"
"Med 44 Arcadia","Phoenix","2","Suddenly Slimmer Med Spa","1066","4.7","1.55","https://www.google.com/maps/search/?api=1&query=Suddenly%20Slimmer%20Med%20Spa&query_place_id=ChIJSZSt8agNK4cR1cB4JqjhqsM"
"Med 44 Arcadia","Phoenix","3","Sculpt AZ Medspa","167","5.0","2.24","https://www.google.com/maps/search/?api=1&query=Sculpt%20AZ%20Medspa&query_place_id=ChIJQ33hNI0NK4cRHUc6lJtGe8M"
"Moon Valley Medspa","Phoenix","1","NK Aesthetics","159","5.0","5.76","https://www.google.com/maps/search/?api=1&query=NK%20Aesthetics&query_place_id=ChIJfWpRykp1K4cReixuGnS9OCc"
"Moon Valley Medspa","Phoenix","2","SkinSpirit Paradise Valley","146","5.0","5.14","https://www.google.com/maps/search/?api=1&query=SkinSpirit%20Paradise%20Valley&query_place_id=ChIJ5QRQrzdzK4cRFD963dhqTJU"
"Moon Valley Medspa","Phoenix","3","Uptown Medispa","74","4.8","5.03","https://www.google.com/maps/search/?api=1&query=Uptown%20Medispa&query_place_id=ChIJ_4kDqZhyK4cRc8FMw2dsywU"
"Reveille Botox and Beyond","San Antonio","1","Stadia Medical Spa","1200","4.9","5.31","https://www.google.com/maps/search/?api=1&query=Stadia%20Medical%20Spa&query_place_id=ChIJyQVZIkJnXIYRqlvaKUJ1p_8"
"Reveille Botox and Beyond","San Antonio","2","The Lotus | Aesthetics And Wellness","427","5.0","3.22","https://www.google.com/maps/search/?api=1&query=The%20Lotus%20%7C%20Aesthetics%20And%20Wellness&query_place_id=ChIJY_MBh41oXIYR6B5RcQwvRBw"
"Reveille Botox and Beyond","San Antonio","3","Schön Medical Aesthetics","140","5.0","0.07","https://www.google.com/maps/search/?api=1&query=Sch%C3%B6n%20Medical%20Aesthetics&query_place_id=ChIJD13BMvhpXIYRpiY7sbqWmjo"
"The Injection Room - Eilan","San Antonio","1","Jovem Medspa","553","4.9","3.72","https://www.google.com/maps/search/?api=1&query=Jovem%20Medspa&query_place_id=ChIJoWcBxvVlXIYRviTLWQVTvA8"
"The Injection Room - Eilan","San Antonio","2","Cutella Medical Spa","415","5.0","0.47","https://www.google.com/maps/search/?api=1&query=Cutella%20Medical%20Spa&query_place_id=ChIJR0h_0W5lXIYRI2BegPQQisw"
"The Injection Room - Eilan","San Antonio","3","It's A Secret Med Spa","277","4.8","1.03","https://www.google.com/maps/search/?api=1&query=It's%20A%20Secret%20Med%20Spa&query_place_id=ChIJ5RBQioRlXIYRZhzytxHhVmc"
"The Skin Elite","Castle Hills","1","Nova Aesthetics","1074","4.9","1.38","https://www.google.com/maps/search/?api=1&query=Nova%20Aesthetics&query_place_id=ChIJx_Tb2t9fXIYRahXoMqq3EqI"
"The Skin Elite","Castle Hills","2","Anew You Medical Aesthetics and Total Wellness Center","234","4.1","3.3","https://www.google.com/maps/search/?api=1&query=Anew%20You%20Medical%20Aesthetics%20and%20Total%20Wellness%20Center&query_place_id=ChIJ4eI-aRdhXIYRYwPkYvmeIps"
"The Skin Elite","Castle Hills","3","The Heights Plastic Surgery Med Spa","173","4.9","3.6","https://www.google.com/maps/search/?api=1&query=The%20Heights%20Plastic%20Surgery%20Med%20Spa&query_place_id=ChIJI_lDEKj1XIYRl3WzAw7pHzk"
"The Injection Room - South Flores","San Antonio","1","Khronos MedSpa & Laser","481","5.0","2.54","https://www.google.com/maps/search/?api=1&query=Khronos%20MedSpa%20%26%20Laser&query_place_id=ChIJkTaRGUGLXIYR5-h_7VDWNMQ"
"The Injection Room - South Flores","San Antonio","2","DermaTouch RN","334","4.9","1.86","https://www.google.com/maps/search/?api=1&query=DermaTouch%20RN&query_place_id=ChIJfXgwDHxfXIYRkMUqShN5a9w"
"The Injection Room - South Flores","San Antonio","3","The Heights Plastic Surgery Med Spa","173","4.9","6.68","https://www.google.com/maps/search/?api=1&query=The%20Heights%20Plastic%20Surgery%20Med%20Spa&query_place_id=ChIJI_lDEKj1XIYRl3WzAw7pHzk"
"The Heights Plastic Surgery Med Spa","San Antonio","1","Nova Aesthetics","1074","4.9","2.4","https://www.google.com/maps/search/?api=1&query=Nova%20Aesthetics&query_place_id=ChIJx_Tb2t9fXIYRahXoMqq3EqI"
"The Heights Plastic Surgery Med Spa","San Antonio","2","MEDICTECH SPA - MED SPA","521","4.9","0.09","https://www.google.com/maps/search/?api=1&query=MEDICTECH%20SPA%20-%20MED%20SPA&query_place_id=ChIJz5bMzFVlXIYR8CmO1u6ov2I"
"The Heights Plastic Surgery Med Spa","San Antonio","3","The Skin Elite","347","4.9","3.6","https://www.google.com/maps/search/?api=1&query=The%20Skin%20Elite&query_place_id=ChIJmy-gR5VhXIYRQsqj1r2KbQY"
"Azul Cosmetic Surgery and Medical Spa | Sarasota","Sarasota","1","Elite Medical Spa of Sarasota","725","4.9","3.23","https://www.google.com/maps/search/?api=1&query=Elite%20Medical%20Spa%20of%20Sarasota&query_place_id=ChIJ-U36vN9Gw4gROCMgbVbdrwk"
"Azul Cosmetic Surgery and Medical Spa | Sarasota","Sarasota","2","Vita Aesthetics","227","5.0","5.75","https://www.google.com/maps/search/?api=1&query=Vita%20Aesthetics&query_place_id=ChIJuU6YSIJBw4gR_1ucqL7rgI4"
"Azul Cosmetic Surgery and Medical Spa | Sarasota","Sarasota","3","Mermaid Med Spa","136","4.9","2.6","https://www.google.com/maps/search/?api=1&query=Mermaid%20Med%20Spa&query_place_id=ChIJ9aR5sFk5w4gRmTlKKju1dw8"
"Moderne Medical Aesthetics","Scottsdale","1","The Flawless Lab - Medspa","974","5.0","1.99","https://www.google.com/maps/search/?api=1&query=The%20Flawless%20Lab%20-%20Medspa&query_place_id=ChIJj4M5Wtl1K4cRszC5SHIMXmI"
"Moderne Medical Aesthetics","Scottsdale","2","ZONA MED SPA","532","4.9","0.81","https://www.google.com/maps/search/?api=1&query=ZONA%20MED%20SPA&query_place_id=ChIJjxdkLbF1K4cRNnlutvnLeNo"
"Moderne Medical Aesthetics","Scottsdale","3","Aesthetic Assets","349","5.0","2.0","https://www.google.com/maps/search/?api=1&query=Aesthetic%20Assets&query_place_id=ChIJDadBk8J1K4cR5jyyYh9Mb3k"
"The Skin Atelier","San Antonio","1","Nova Aesthetics","1074","4.9","2.06","https://www.google.com/maps/search/?api=1&query=Nova%20Aesthetics&query_place_id=ChIJx_Tb2t9fXIYRahXoMqq3EqI"
"The Skin Atelier","San Antonio","2","MEDICTECH SPA - MED SPA","521","4.9","0.43","https://www.google.com/maps/search/?api=1&query=MEDICTECH%20SPA%20-%20MED%20SPA&query_place_id=ChIJz5bMzFVlXIYR8CmO1u6ov2I"
"The Skin Atelier","San Antonio","3","The Skin Elite","347","4.9","3.28","https://www.google.com/maps/search/?api=1&query=The%20Skin%20Elite&query_place_id=ChIJmy-gR5VhXIYRQsqj1r2KbQY"
"Spa Black","San Antonio","1","Stadia Medical Spa","1200","4.9","1.73","https://www.google.com/maps/search/?api=1&query=Stadia%20Medical%20Spa&query_place_id=ChIJyQVZIkJnXIYRqlvaKUJ1p_8"
"Spa Black","San Antonio","2","The Skin Elite","347","4.9","4.18","https://www.google.com/maps/search/?api=1&query=The%20Skin%20Elite&query_place_id=ChIJmy-gR5VhXIYRQsqj1r2KbQY"
"Spa Black","San Antonio","3","Haus Of Aesthetics Med Spa LLC","128","5.0","1.05","https://www.google.com/maps/search/?api=1&query=Haus%20Of%20Aesthetics%20Med%20Spa%20LLC&query_place_id=ChIJTTCYxGllXIYRx-pAhIpu37o"
"BabyFace Scottsdale Med Spa","Scottsdale","1","Look Lab Med Spa | Scottsdale","900","5.0","0.21","https://www.google.com/maps/search/?api=1&query=Look%20Lab%20Med%20Spa%20%7C%20Scottsdale&query_place_id=ChIJE67SOed3K4cRwcUEE76smvo"
"BabyFace Scottsdale Med Spa","Scottsdale","2","MDSkin Lounge","398","4.9","3.29","https://www.google.com/maps/search/?api=1&query=MDSkin%20Lounge&query_place_id=ChIJJWT-J3R2K4cRIgpX3TB0iQc"
"BabyFace Scottsdale Med Spa","Scottsdale","3","Arizona Aesthetics | Hair Restoration & Stem Cell Therapy","343","4.8","1.78","https://www.google.com/maps/search/?api=1&query=Arizona%20Aesthetics%20%7C%20Hair%20Restoration%20%26%20Stem%20Cell%20Therapy&query_place_id=ChIJG-5iAxF3K4cRBz9Ze_n3rhk"
"Arizona Aesthetics | Hair Restoration & Stem Cell Therapy","Scottsdale","1","Look Lab Med Spa | Scottsdale","900","5.0","1.65","https://www.google.com/maps/search/?api=1&query=Look%20Lab%20Med%20Spa%20%7C%20Scottsdale&query_place_id=ChIJE67SOed3K4cRwcUEE76smvo"
"Arizona Aesthetics | Hair Restoration & Stem Cell Therapy","Scottsdale","2","MDSkin Lounge","398","4.9","3.73","https://www.google.com/maps/search/?api=1&query=MDSkin%20Lounge&query_place_id=ChIJJWT-J3R2K4cRIgpX3TB0iQc"
"Arizona Aesthetics | Hair Restoration & Stem Cell Therapy","Scottsdale","3","Adam & Eve Medical Aesthetics","269","4.9","4.8","https://www.google.com/maps/search/?api=1&query=Adam%20%26%20Eve%20Medical%20Aesthetics&query_place_id=ChIJCR9OjgxzK4cRgXA_fkXgiH0"
"Institute of Aesthetics, Beauty & Wellness","Scottsdale","1","The Flawless Lab - Medspa","974","5.0","0.24","https://www.google.com/maps/search/?api=1&query=The%20Flawless%20Lab%20-%20Medspa&query_place_id=ChIJj4M5Wtl1K4cRszC5SHIMXmI"
"Institute of Aesthetics, Beauty & Wellness","Scottsdale","2","Moderne Medical Aesthetics","387","5.0","2.23","https://www.google.com/maps/search/?api=1&query=Moderne%20Medical%20Aesthetics&query_place_id=ChIJ1crMr5t1K4cRLBvisIXatXc"
"Institute of Aesthetics, Beauty & Wellness","Scottsdale","3","Amplified Beauty","326","4.8","2.17","https://www.google.com/maps/search/?api=1&query=Amplified%20Beauty&query_place_id=ChIJ0bTtHFELK4cR7N6jc8uy7Vo"
"NK Aesthetics","Phoenix","1","Morph Aesthetics","197","5.0","1.92","https://www.google.com/maps/search/?api=1&query=Morph%20Aesthetics&query_place_id=ChIJGY6t0PgTK4cRAioPuzv5cTg"
"NK Aesthetics","Phoenix","2","Rise Aesthetics","171","5.0","2.24","https://www.google.com/maps/search/?api=1&query=Rise%20Aesthetics&query_place_id=ChIJmU1p4VITK4cRZ5dMqP0upww"
"NK Aesthetics","Phoenix","3","Sculpt AZ Medspa","167","5.0","2.16","https://www.google.com/maps/search/?api=1&query=Sculpt%20AZ%20Medspa&query_place_id=ChIJQ33hNI0NK4cRHUc6lJtGe8M"
"Believe Aesthetics & Wellness","San Antonio","1","Esthetica Medspa San Antonio","1065","4.7","2.17","https://www.google.com/maps/search/?api=1&query=Esthetica%20Medspa%20San%20Antonio&query_place_id=ChIJt66jjiBiXIYR7wWuiysa0BI"
"Believe Aesthetics & Wellness","San Antonio","2","Jules Aesthetics & Wellness","408","5.0","2.05","https://www.google.com/maps/search/?api=1&query=Jules%20Aesthetics%20%26%20Wellness&query_place_id=ChIJH5dRZSBhXIYR-tGzsA7jvN8"
"Believe Aesthetics & Wellness","San Antonio","3","Anew You Medical Aesthetics and Total Wellness Center","234","4.1","1.91","https://www.google.com/maps/search/?api=1&query=Anew%20You%20Medical%20Aesthetics%20and%20Total%20Wellness%20Center&query_place_id=ChIJ4eI-aRdhXIYRYwPkYvmeIps"
"Nude Aesthetics Med Spa Scottsdale","Scottsdale","1","Alani Skin MD","681","4.8","0.38","https://www.google.com/maps/search/?api=1&query=Alani%20Skin%20MD&query_place_id=ChIJ8RNrhMALK4cRcckWf5NYpUQ"
"Nude Aesthetics Med Spa Scottsdale","Scottsdale","2","Skin Beautiful","562","5.0","0.09","https://www.google.com/maps/search/?api=1&query=Skin%20Beautiful&query_place_id=ChIJrUiWzqELK4cReuPmmhd_Gg0"
"Nude Aesthetics Med Spa Scottsdale","Scottsdale","3","The Perfect Secret Med Spa","543","5.0","0.48","https://www.google.com/maps/search/?api=1&query=The%20Perfect%20Secret%20Med%20Spa&query_place_id=ChIJoxcu0fZ1K4cRflxDm7fM5Z8"
"Elite Medspa Scottsdale","Scottsdale","1","Clear Dermatology & Aesthetics Center - Paradise Valley","831","4.9","0.63","https://www.google.com/maps/search/?api=1&query=Clear%20Dermatology%20%26%20Aesthetics%20Center%20-%20Paradise%20Valley&query_place_id=ChIJz-YIcTMLK4cR-5fTPcoLGwk"
"Elite Medspa Scottsdale","Scottsdale","2","Esthetic Finesse","553","5.0","1.57","https://www.google.com/maps/search/?api=1&query=Esthetic%20Finesse&query_place_id=ChIJVVVFcHQLK4cR0tkTHotF6U8"
"Elite Medspa Scottsdale","Scottsdale","3","Perfect Dose","427","5.0","0.45","https://www.google.com/maps/search/?api=1&query=Perfect%20Dose&query_place_id=ChIJxwDKvDgLK4cRvAL6MjKaTDU"
"Center for Aesthetic and Laser Medicine Scottsdale","Scottsdale","1","Inside Out Aesthetics","1003","5.0","0.46","https://www.google.com/maps/search/?api=1&query=Inside%20Out%20Aesthetics&query_place_id=ChIJL6hYI-10K4cRRHL6cIwrUpw"
"Center for Aesthetic and Laser Medicine Scottsdale","Scottsdale","2","Scottsdale Sculpt","169","4.9","1.37","https://www.google.com/maps/search/?api=1&query=Scottsdale%20Sculpt&query_place_id=ChIJRWnhv0V1K4cRoK4sttNeya0"
"Center for Aesthetic and Laser Medicine Scottsdale","Scottsdale","3","Esthetic Solutions Med Spa","99","4.8","0.52","https://www.google.com/maps/search/?api=1&query=Esthetic%20Solutions%20Med%20Spa&query_place_id=ChIJUcI8UqILK4cRxvZNBdV6bmQ"
"Glo Medspa","Scottsdale","1","Inside Out Aesthetics","1003","5.0","0.19","https://www.google.com/maps/search/?api=1&query=Inside%20Out%20Aesthetics&query_place_id=ChIJL6hYI-10K4cRRHL6cIwrUpw"
"Glo Medspa","Scottsdale","2","Center for Aesthetic and Laser Medicine Scottsdale","333","4.9","0.47","https://www.google.com/maps/search/?api=1&query=Center%20for%20Aesthetic%20and%20Laser%20Medicine%20Scottsdale&query_place_id=ChIJpfG4Z4d1K4cR8jVMvTAHVLI"
"Glo Medspa","Scottsdale","3","Scottsdale Sculpt","169","4.9","1.1","https://www.google.com/maps/search/?api=1&query=Scottsdale%20Sculpt&query_place_id=ChIJRWnhv0V1K4cRoK4sttNeya0"
"Franco Wellness & Aesthetics - Scottsdale AZ","Scottsdale","1","Alani Skin MD","681","4.8","0.25","https://www.google.com/maps/search/?api=1&query=Alani%20Skin%20MD&query_place_id=ChIJ8RNrhMALK4cRcckWf5NYpUQ"
"Franco Wellness & Aesthetics - Scottsdale AZ","Scottsdale","2","The Perfect Secret Med Spa","543","5.0","0.16","https://www.google.com/maps/search/?api=1&query=The%20Perfect%20Secret%20Med%20Spa&query_place_id=ChIJoxcu0fZ1K4cRflxDm7fM5Z8"
"Franco Wellness & Aesthetics - Scottsdale AZ","Scottsdale","3","Young Again Cosmetic Injections","528","5.0","0.36","https://www.google.com/maps/search/?api=1&query=Young%20Again%20Cosmetic%20Injections&query_place_id=ChIJo5CRjKkLK4cRsaiubQxac1A"
"DermaTouch RN","San Antonio","1","The Injection Room - South Flores","485","4.8","1.86","https://www.google.com/maps/search/?api=1&query=The%20Injection%20Room%20-%20South%20Flores&query_place_id=ChIJCTy9wzBZXIYRBxf7Y_IUr_w"
"DermaTouch RN","San Antonio","2","Khronos MedSpa & Laser","481","5.0","0.71","https://www.google.com/maps/search/?api=1&query=Khronos%20MedSpa%20%26%20Laser&query_place_id=ChIJkTaRGUGLXIYR5-h_7VDWNMQ"
"DermaTouch RN","San Antonio","3","The Heights Plastic Surgery Med Spa","173","4.9","4.87","https://www.google.com/maps/search/?api=1&query=The%20Heights%20Plastic%20Surgery%20Med%20Spa&query_place_id=ChIJI_lDEKj1XIYRl3WzAw7pHzk"
"Profile Aesthetics","Scottsdale","1","ZONA MED SPA","532","4.9","0.34","https://www.google.com/maps/search/?api=1&query=ZONA%20MED%20SPA&query_place_id=ChIJjxdkLbF1K4cRNnlutvnLeNo"
"Profile Aesthetics","Scottsdale","2","Moderne Medical Aesthetics","387","5.0","0.57","https://www.google.com/maps/search/?api=1&query=Moderne%20Medical%20Aesthetics&query_place_id=ChIJ1crMr5t1K4cRLBvisIXatXc"
"Profile Aesthetics","Scottsdale","3","Aesthetic Assets","349","5.0","1.58","https://www.google.com/maps/search/?api=1&query=Aesthetic%20Assets&query_place_id=ChIJDadBk8J1K4cR5jyyYh9Mb3k"
"Alani Skin MD","Scottsdale","1","Nude Aesthetics Med Spa Scottsdale","566","5.0","0.38","https://www.google.com/maps/search/?api=1&query=Nude%20Aesthetics%20Med%20Spa%20Scottsdale&query_place_id=ChIJAQbQIFcLK4cR47SvV1eWuz0"
"Alani Skin MD","Scottsdale","2","The Perfect Secret Med Spa","543","5.0","0.13","https://www.google.com/maps/search/?api=1&query=The%20Perfect%20Secret%20Med%20Spa&query_place_id=ChIJoxcu0fZ1K4cRflxDm7fM5Z8"
"Alani Skin MD","Scottsdale","3","Young Again Cosmetic Injections","528","5.0","0.24","https://www.google.com/maps/search/?api=1&query=Young%20Again%20Cosmetic%20Injections&query_place_id=ChIJo5CRjKkLK4cRsaiubQxac1A"
